Start	Message	Estimated p1	Estimated p2	PAYOFF	Simulations
679	OK	    0.333619	     3.07373	             -255594	79763
680	OK	     1.11056	     2.84514	             -152758	79854
682	OK	           0	     3.17174	             -299512	79926
683	OK	    0.346532	     3.06958	             -253749	80023
684	OK	   0.0471162	     3.15442	             -290602	80114
685	OK	    0.853717	     2.92211	             -187336	80218
687	OK	    0.458234	     3.03804	             -239716	80318
689	OK	    0.683776	     2.97241	             -210128	80433
690	OK	    0.797159	     2.93877	             -194888	80541
691	OK	    0.600832	     2.99677	             -221154	80635
692	OK	     1.32206	     2.78044	             -124523	80733
693	OK	    0.502991	     3.02503	             -233880	80834
694	OK	     2.79057	     2.27951	            -183.624	80919
695	OK	      2.7486	     2.29532	           -0.391691	81186
696	OK	     2.74827	     2.29542	           -0.486106	81484
697	OK	     2.74895	     2.29517	           -0.638506	81777
698	OK	    0.396839	     3.05524	             -247385	81864
699	OK	     1.09785	     2.84939	             -154644	81965
700	OK	     3.63628	     1.91813	             -100817	82048
701	OK	     3.23956	     2.09765	            -27694.4	82134
702	OK	     2.74811	     2.29559	          -0.0672632	82370
703	OK	    0.495621	     3.02684	             -234688	82462
704	OK	     2.74917	     2.29511	            -0.50658	82755
706	OK	    0.673128	      2.9753	             -211439	82856
708	OK	      3.8909	     1.79157	             -176790	82934
709	OK	    0.782764	     2.94334	             -196955	83026
710	OK	     2.74845	     2.29549	             -0.1823	83205
711	OK	     2.74767	     2.29565	           -0.368113	83499
712	OK	     1.27157	     2.79628	             -131333	83588
713	OK	     3.12823	     2.15074	            -16302.5	83693
715	OK	           0	     3.17049	             -298185	83769
716	OK	     0.34734	      3.0692	             -253586	83854
717	OK	     1.11468	     2.84389	             -152201	83945
719	OK	      3.3755	     2.03912	            -46662.8	84064
720	OK	     3.11453	     2.15015	            -14868.6	84157
721	OK	           0	      3.1674	             -296095	84221
722	OK	           0	     3.17708	             -308348	84300
723	OK	    0.714852	     2.96335	             -206027	84395
724	OK	    0.362148	     3.06517	             -251797	84495
725	OK	    0.978835	     2.88506	             -170602	84594
726	OK	     2.74761	     2.29596	            -1.81907	84819
727	OK	    0.582415	     3.00222	             -223620	84928
728	OK	     1.03686	     2.86774	             -162828	85019
729	OK	     2.74547	     2.29659	           -0.380301	85338
730	OK	    0.372491	     3.06228	             -250513	85430
731	OK	     2.72577	     2.30385	            -45.5438	85606
732	OK	     2.74636	     2.29621	           -0.116459	85884
733	OK	      0.8665	     2.91819	             -185570	85981
735	OK	   0.0177412	     3.16215	             -293890	86082
736	OK	       0.003	      3.1667	             -295799	86180
737	OK	      1.0069	      2.8767	             -166845	86276
738	OK	     3.17261	      2.1259	            -20299.5	86372
739	OK	    0.487776	     3.02956	             -235919	86459
740	OK	   0.0174677	     3.16294	             -294222	86554
742	OK	     2.74686	     2.29602	          -0.0577132	86756
743	OK	           0	     3.17311	             -301280	86840
746	OK	           0	     3.17676	             -307673	86927
747	OK	     2.74608	     2.29628	           -0.309186	87107
748	OK	     2.74549	     2.29658	           -0.371431	87434
749	OK	    0.408207	     3.05188	             -245890	87523
750	OK	           0	     3.17245	             -300379	87599
751	OK	     2.63625	     2.33771	            -1172.93	87688
752	OK	     2.31757	     2.45285	            -15787.8	87777
753	OK	    0.631953	     2.98783	             -217118	87878
754	OK	     2.74711	     2.29599	          -0.0861327	88162
755	OK	      1.0079	      2.8765	             -166757	88261
756	OK	     2.53993	     2.37309	            -3947.61	88346
757	OK	     2.74798	     2.29551	           -0.621489	88630
759	OK	      2.7455	     2.29658	           -0.371202	88947
760	OK	     2.37864	     2.43159	            -11905.5	89029
762	OK	     1.37381	      2.7645	             -117753	89115
763	OK	    0.188626	     3.11419	             -273326	89228
764	OK	   0.0452899	     3.15452	             -290649	89332
766	OK	     1.08645	     2.85283	             -156174	89433
767	OK	     2.74974	     2.29495	           -0.552722	89714
768	OK	     3.10749	     2.15334	            -14220.1	89797
769	OK	           0	     3.16721	             -296019	89872
770	OK	           0	     3.17321	             -301420	89947
771	OK	     1.43171	      2.7467	             -110311	90030
772	OK	    0.765928	     2.94839	             -199245	90140
774	OK	     2.72875	     2.30243	            -41.7079	90221
775	OK	     2.74846	     2.29535	           -0.532579	90474
776	OK	     2.74484	     2.29689	            -1.03254	90709
777	OK	    0.769452	      2.9473	             -198747	90794
778	OK	    0.541953	     3.01342	             -228660	90900
779	OK	     2.97803	     2.20585	            -5618.16	90969
782	OK	      1.8417	     2.61479	            -59963.6	91054
783	OK	    0.931886	     2.89871	             -176763	91158
784	OK	     1.40522	      2.7549	             -113723	91271
786	OK	     1.20886	      2.8155	             -139689	91370
787	OK	    0.403783	     3.05328	             -246509	91457
788	OK	     2.74598	     2.29642	           -0.280688	91759
790	OK	    0.960199	     2.89065	             -173119	91857
791	OK	    0.867156	     2.91844	             -185671	91960
792	OK	    0.409243	     3.05208	             -245984	92050
793	OK	     2.74878	     2.29524	           -0.488752	92360
794	OK	    0.376139	      3.0616	             -250221	92458
795	OK	     2.74637	     2.29629	           -0.313549	92762
796	OK	     2.74827	     2.29542	           -0.515346	93053
798	OK	   0.0279161	     3.15998	             -292970	93163
799	OK	   0.0216635	     3.16127	             -293509	93276
801	OK	     2.74901	     2.29517	           -0.442261	93569
802	OK	           0	     3.17789	             -310140	93636
803	OK	     2.74596	     2.29642	            -0.28606	93962
804	OK	     2.74799	     2.29557	           -0.144045	94173
805	OK	     2.74633	     2.29631	           -0.285095	94372
807	OK	     2.74543	      2.2966	           -0.396147	94694
808	OK	      3.1846	     2.12095	            -21511.1	94774
809	OK	     2.74835	     2.29548	          -0.0928523	94985
811	OK	     0.46028	      3.0373	             -239381	95084
812	OK	   0.0578723	      3.1514	             -289319	95177
813	OK	     3.14278	     2.13844	            -17383.8	95255
814	OK	     3.05251	     2.17573	            -10063.6	95341
815	OK	     2.74741	     2.29581	          -0.0336459	95620
816	OK	    0.768776	     2.94763	             -198900	95728
817	OK	   0.0335021	     3.15839	             -292291	95830
818	OK	     2.74737	     2.29584	         -0.00439447	96080
819	OK	     1.00312	     2.87787	             -167373	96183
820	OK	   0.0481385	     3.15374	             -290319	96280
821	OK	           0	      3.1772	             -308604	96340
822	OK	           0	      3.1686	             -296715	96410
823	OK	     2.74736	     2.29594	           -0.314808	96721
824	OK	     2.74936	     2.29505	           -0.516541	97021
825	OK	     2.91103	     2.23251	            -2766.93	97105
827	OK	     2.74856	     2.29541	           -0.135211	97299
828	OK	     2.28369	     2.46503	            -18225.3	97385
829	OK	      1.5349	     2.71399	            -96959.5	97472
830	OK	     0.07931	     3.14531	             -286721	97556
833	OK	           0	     3.17213	             -299982	97643
835	OK	     2.74727	     2.29592	          -0.0402458	97930
836	OK	    0.108393	     3.13712	             -283217	98018
837	OK	     0.12888	     3.13156	             -280829	98126
841	OK	   0.0446382	     3.15511	             -290898	98241
842	OK	   0.0279903	     3.15989	             -292927	98328
843	OK	      3.1615	     2.13056	            -19190.3	98429
844	OK	      2.7462	     2.29635	           -0.273977	98623
845	OK	     2.74741	     2.29583	         -0.00084358	98823
846	OK	     2.74819	     2.29552	          -0.0997373	99012
847	OK	    0.502767	     3.02516	             -233941	99098
848	OK	     2.74844	     2.29535	           -0.594221	99389
849	OK	     1.05659	     2.86173	             -160141	99494
850	OK	     2.74599	     2.29641	           -0.278052	99824
851	OK	     2.74786	     2.29555	           -0.673821	100031
852	OK	     2.74763	     2.29576	         -0.00661779	100286
855	OK	     1.04364	     2.86568	             -161907	100385
856	OK	    0.055685	     3.15212	             -289631	100489
857	OK	     2.74731	     2.29595	            -0.29111	100661
858	OK	     2.74932	     2.29507	           -0.512274	100969
859	OK	    0.717304	     2.96262	             -205695	101071
860	OK	      1.2085	     2.81576	             -139808	101174
861	OK	    0.869018	     2.91782	             -185392	101269
862	OK	     2.74851	      2.2952	            -2.64816	101543
863	OK	        2.75	     2.29485	           -0.674499	101784
864	OK	     2.74722	     2.29599	           -0.287069	102060
866	OK	     2.75432	     2.29281	            -13.4233	102380
869	OK	     2.74523	     2.29655	            -1.05642	102534
871	OK	     1.27084	     2.79676	             -131548	102640
872	OK	    0.180925	     3.11669	             -274400	102741
873	OK	     1.85435	     2.61071	            -58574.6	102827
874	OK	   0.0337342	     3.15824	             -292226	102933
875	OK	      1.3182	     2.78161	             -125025	103040
876	OK	      2.7483	     2.29541	           -0.534082	103327
877	OK	    0.997537	     2.87915	             -167951	103434
878	OK	     2.74768	     2.29597	            -2.54915	103729
879	OK	     2.74877	     2.29539	           -0.397119	103890
880	OK	     2.74718	     2.29609	            -1.33084	104101
881	OK	    0.653661	     2.98093	             -213991	104184
882	OK	   0.0397748	     3.15602	             -291290	104276
883	OK	     1.98783	     2.56651	            -44361.6	104363
884	OK	     1.18043	     2.82393	             -143386	104462
885	OK	           0	     3.17229	             -300178	104544
886	OK	     2.74826	     2.29542	           -0.521628	104811
887	OK	     2.74927	     2.29514	           -0.346235	105099
888	OK	    0.428188	     3.04657	             -243523	105206
889	OK	     2.74801	     2.29544	            -1.44124	105479
890	OK	     2.74862	     2.29532	           -0.364741	105734
892	OK	    0.497356	     3.02681	             -234685	105836
893	OK	     1.33067	     2.77765	             -123335	105935
894	OK	     1.66197	     2.67327	            -81071.2	106030
895	OK	     2.74637	      2.2963	           -0.320839	106310
896	OK	   0.0853946	     3.14371	             -286037	106408
897	OK	    0.764451	     2.94871	             -199386	106510
899	OK	      2.7478	     2.29561	           -0.329253	106797
900	OK	     1.07783	     2.85531	             -157276	106879
903	OK	     1.19337	     2.82036	             -141817	106984
904	OK	   0.0108577	      3.1644	             -294827	107088
905	OK	   0.0150505	     3.16342	             -294418	107184
906	OK	     1.92382	     2.58784	            -51030.4	107258
907	OK	           0	     3.17011	             -297841	107330
908	OK	   0.0416335	     3.15606	             -291304	107439
909	OK	     2.74828	     2.29542	           -0.504628	107732
912	OK	    0.582516	     3.00204	             -223530	107818
913	OK	     1.02955	     2.86955	             -163647	107920
914	OK	           0	     3.17015	             -297877	107995
915	OK	    0.711395	     2.96433	             -206468	108082
916	OK	     2.74631	      2.2963	           -0.222015	108367
918	OK	     2.74765	     2.29597	            -2.44233	108582
919	OK	     2.74868	     2.29529	           -0.405387	108884
920	OK	     2.74726	     2.29592	          -0.0276444	109175
921	OK	     2.74747	     2.29584	          -0.0315827	109481
922	OK	     2.82441	     2.26625	            -599.081	109563
923	OK	     2.74672	       2.296	           -0.444947	109763
925	OK	     2.74726	     2.29594	           -0.113811	110054
926	OK	      2.7484	     2.29537	           -0.500608	110357
927	OK	     1.19704	     2.81896	             -141201	110462
928	OK	     3.48518	     1.98975	            -66390.2	110558
930	OK	    0.657401	     2.98028	             -213698	110653
932	OK	    0.360386	     3.06599	             -252162	110760
934	OK	    0.046802	     3.15401	             -290441	110864
935	OK	    0.323656	     3.07638	             -256759	110963
937	OK	   0.0474282	     3.15397	             -290414	111066
938	OK	     2.74816	     2.29546	           -0.516176	111372
939	OK	     2.45557	     2.40382	            -7619.97	111516
940	OK	     2.74639	     2.29629	           -0.298976	111810
941	OK	           0	     3.17238	             -300296	111872
942	OK	    0.870451	     2.91748	             -185240	111976
943	OK	     1.03403	     2.86878	             -163301	112083
944	OK	     1.00482	     2.87765	             -167283	112175
945	OK	    0.607523	     2.99449	             -220120	112276
946	OK	     3.92763	      1.7719	             -190141	112383
947	OK	   0.0540452	     3.15271	             -289884	112491
948	OK	     2.74757	     2.29597	            -1.82725	112769
950	OK	     3.75479	     1.86146	             -132597	112834
951	OK	     2.74747	     2.29593	            -0.62022	113085
952	OK	     2.74841	     2.29537	           -0.522982	113393
955	OK	     2.74637	     2.29629	           -0.286011	113655
956	OK	    0.825578	     2.93087	             -191304	113757
957	OK	    0.550038	     3.01154	             -227815	113858
958	OK	    0.158638	     3.12284	             -277066	113945
959	OK	   0.0456055	     3.15436	             -290588	114057
961	OK	     3.64374	     1.91532	             -102293	114148
963	OK	     1.07969	     2.85465	             -156982	114256
964	OK	    0.596229	     2.99816	             -221782	114357
965	OK	     2.74739	     2.29585	        -0.000415453	114635
966	OK	     2.74774	     2.29562	           -0.455718	114916
968	OK	    0.673868	     2.97516	             -211374	115015
969	OK	    0.715922	     2.96303	             -205880	115100
970	OK	     2.74827	     2.29542	           -0.536805	115382
971	OK	    0.863332	     2.91961	             -186203	115488
975	OK	    0.607019	     2.99451	             -220132	115582
976	OK	    0.400265	     3.05426	             -246949	115681
977	OK	    0.972835	     2.88653	             -171273	115777
978	OK	     2.74789	     2.29555	           -0.600659	116066
981	OK	     1.30422	     2.78613	             -126960	116159
985	OK	    0.170371	     3.11992	             -275806	116254
986	OK	    0.925758	     2.90077	             -177686	116355
987	OK	     1.68746	     2.66552	            -78157.1	116430
988	OK	      3.6524	     1.91155	             -104305	116508
989	OK	    0.685983	     2.97149	             -209718	116596
990	OK	     1.04667	     2.86463	             -161437	116692
991	OK	     0.30054	     3.08287	             -259616	116785
992	OK	   0.0875505	     3.14285	             -285673	116865
993	OK	     3.70525	     1.88513	             -118850	116939
995	OK	   0.0994855	     3.13941	             -284201	117029
996	OK	    0.185098	     3.11556	             -273910	117110
997	OK	     2.74593	     2.29628	           -0.806387	117384
998	OK	   0.0455063	     3.15504	             -290874	117492
999	OK	     2.74757	     2.29596	            -1.64262	117697
1001	OK	    0.287771	     3.08652	             -261225	117781
1002	OK	     2.24345	     2.47955	            -21354.3	117862
1004	OK	     0.64305	     2.98412	             -215433	117959
1005	OK	    0.827063	     2.93031	             -191048	118064
1006	OK	     1.24053	     2.80579	             -135453	118144
1007	OK	     3.15996	     2.13172	              -18923	118221
1008	OK	    0.805538	     2.93665	             -193919	118314
1009	OK	     2.74829	     2.29552	          -0.0912458	118542
1010	OK	     3.24676	     2.09518	            -28404.8	118675
1011	OK	           0	      3.1746	             -303590	118734
1012	OK	    0.625172	     2.98953	             -217877	118828
1013	OK	     2.74798	     2.29564	          -0.0472663	119012
1014	OK	    0.326742	     3.07554	             -256387	119101
1015	OK	    0.105438	     3.13779	             -283506	119209
1016	OK	     2.74758	     2.29591	           -0.918776	119479
1017	OK	    0.334377	     3.07315	             -255330	119583
1018	OK	      1.9372	     2.58354	            -49657.8	119674
1019	OK	     2.74547	     2.29659	           -0.377101	119986
1020	OK	     1.81765	     2.62297	            -62778.2	120082
1021	OK	     2.74725	     2.29592	          -0.0220053	120359
1022	OK	    0.286919	     3.08688	             -261386	120451
1023	OK	     1.02374	     2.87173	             -164616	120554
1024	OK	     2.33073	     2.44825	            -14904.6	120650
1025	OK	    0.976675	      2.8855	             -170803	120735
1026	OK	   0.0239672	     3.16086	             -293332	120820
1027	OK	     2.67648	     2.32273	            -486.269	120900
1028	OK	     2.74745	      2.2959	           -0.281334	121194
1029	OK	     3.06029	     2.17245	            -10627.5	121293
1030	OK	   0.0482074	     3.15418	             -290504	121406
1031	OK	     2.74789	     2.29565	           -0.026761	121641
1033	OK	   0.0886642	     3.14277	             -285637	121743
1034	OK	    0.368941	     3.06293	             -250814	121844
1035	OK	     2.06274	     2.54125	            -36957.1	121916
1036	OK	    0.521655	     3.01971	             -231490	122004
1037	OK	     1.22123	     2.81182	             -138083	122115
1039	OK	     0.64061	     2.98496	             -215810	122225
1040	OK	     2.74638	     2.29629	           -0.304717	122507
1043	OK	     2.74754	     2.29573	           -0.171638	122795
1045	OK	     3.54832	     1.96026	            -79750.9	122889
1047	OK	     2.74876	     2.29525	           -0.470006	123214
1048	OK	    0.388279	     3.05762	             -248446	123323
1049	OK	     1.22536	     2.81043	             -137474	123412
1051	OK	     2.74592	     2.29644	           -0.295527	123725
1053	OK	     1.14694	     2.83456	             -148074	123824
1054	OK	     0.41947	     3.04891	             -244564	123903
1055	OK	     2.86724	     2.24949	            -1476.31	124191
1056	OK	    0.940501	     2.89655	             -175778	124299
1057	OK	     2.74599	     2.29641	           -0.279636	124595
1059	OK	     2.74751	     2.29577	          -0.0458006	124843
1060	OK	    0.892148	     2.91088	             -182252	124932
1062	OK	     2.74754	     2.29583	          -0.0762123	125211
1063	OK	    0.802145	     2.93754	             -194325	125317
1064	OK	     2.77487	      2.2854	            -74.3704	125410
1067	OK	     1.34495	     2.77324	             -121459	125491
1068	OK	   0.0269484	     3.16004	             -292985	125582
1069	OK	     2.74697	     2.29598	          -0.0350386	125759
1070	OK	    0.651307	     2.98143	             -214227	125845
1071	OK	     2.01444	     2.55734	            -41611.9	125936
1073	OK	    0.660062	     2.97919	             -213198	126036
1076	OK	    0.194471	     3.11277	             -272701	126134
1078	OK	     3.18398	     2.12134	            -21415.1	126208
1079	OK	     1.28997	     2.79058	             -128871	126322
1080	OK	     1.05904	     2.86107	             -159849	126417
1081	OK	           0	     3.17792	             -310216	126476
1082	OK	    0.993415	     2.88049	             -168550	126573
1083	OK	     1.07876	      2.8553	             -157280	126668
1084	OK	     2.74746	     2.29578	          -0.0698821	126948
1085	OK	    0.910714	     2.90547	             -179808	127036
1087	OK	      2.7476	     2.29572	          -0.0920589	127239
1088	OK	     2.43527	     2.41151	            -8717.33	127323
1089	OK	     2.74742	     2.29594	           -0.513722	127591
1090	OK	   0.0631667	     3.14958	             -288548	127694
1091	OK	     3.59508	     1.93845	            -90367.6	127785
1092	OK	    0.359672	     3.06567	             -252025	127875
1093	OK	    0.494623	     3.02698	             -234756	127971
1095	OK	     1.02812	     2.87008	             -163880	128074
1096	OK	     2.74826	     2.29542	           -0.518555	128364
1097	OK	     1.22941	     2.80925	             -136961	128474
1098	OK	     3.54131	     1.96374	              -78116	128547
1099	OK	     2.74837	     2.29537	           -0.676129	128830
1100	OK	     1.61745	     2.68797	            -86708.1	128917
1101	OK	    0.384787	      3.0588	             -248965	129015
1103	OK	   0.0498442	     3.15372	             -290309	129096
1104	OK	     2.50585	     2.38595	            -5343.73	129180
1105	OK	     1.13611	     2.83729	             -149282	129272
1106	OK	     2.74223	     2.29812	            -8.14231	129533
1107	OK	     1.24808	     2.80344	             -134434	129618
1108	OK	    0.423026	     3.04774	             -244042	129727
1109	OK	      0.7993	      2.9387	             -194855	129829
1110	OK	     3.05184	     2.17604	            -10012.7	129910
1111	OK	     2.74781	     2.29557	            -0.63009	130199
1112	OK	     2.08637	     2.53312	            -34694.6	130292
1113	OK	   0.0279893	     3.15985	             -292910	130389
1114	OK	   0.0485994	     3.15369	             -290295	130501
1115	OK	    0.230375	     3.10257	             -268258	130592
1116	OK	    0.714715	     2.96304	             -205890	130697
1117	OK	     1.36059	     2.76844	             -119421	130801
1118	OK	     2.10342	     2.52743	            -33144.3	130888
1119	OK	     1.28809	     2.79124	             -129157	130960
1120	OK	   0.0164032	     3.16275	             -294133	131033
1121	OK	     2.74838	     2.29538	           -0.524523	131327
1122	OK	     2.74505	     2.29671	            -0.52932	131633
1124	OK	      2.1302	     2.51806	            -30663.6	131773
1125	OK	   0.0562223	     3.15196	             -289561	131875
1126	OK	     2.96839	      2.2098	            -5132.78	131966
1127	OK	     0.65723	     2.98007	             -213600	132050
1128	OK	      2.7469	     2.29606	          -0.0624181	132336
1129	OK	     1.61896	     2.68724	            -86422.9	132414
1130	OK	    0.102244	     3.13863	             -283868	132515
1132	OK	    0.954937	     2.89236	             -173892	132614
1133	OK	     2.74523	     2.29665	           -0.451606	132918
1134	OK	   0.0286689	     3.15974	             -292866	133005
1135	OK	    0.246309	     3.09856	             -266515	133100
1136	OK	     2.72668	     2.30413	            -54.7061	133186
1137	OK	     2.71794	     2.30701	            -84.2303	133272
1138	OK	     0.01337	     3.16396	             -294646	133379
1139	OK	     1.33078	     2.77796	             -123465	133471
1140	OK	      1.1456	      2.8347	             -148128	133578
1141	OK	           0	     3.17349	             -301835	133648
1144	OK	     2.74724	     2.29594	          -0.0715782	133934
1145	OK	     2.74765	     2.29566	           -0.329586	134226
1147	OK	   0.0206616	     3.16185	             -293756	134331
1148	OK	    0.135223	     3.12954	             -279956	134425
1149	OK	      3.4907	     1.98691	            -67623.3	134505
1151	OK	     2.74825	     2.29543	           -0.478263	134791
1154	OK	    0.562448	     3.00757	             -226021	134893
1156	OK	     2.74846	     2.29535	           -0.521102	135194
1157	OK	     2.74729	      2.2958	           -0.328299	135379
1158	OK	    0.594318	     2.99843	             -221900	135468
1159	OK	    0.925109	     2.90146	             -178005	135574
1160	OK	   0.0056937	     3.16587	             -295449	135693
1161	OK	      2.7461	     2.29637	           -0.255429	135965
1162	OK	     2.38615	     2.42935	            -11539.1	136044
1163	OK	    0.555367	     3.01007	             -227159	136124
1164	OK	           0	     3.17735	             -308940	136212
1165	OK	     2.74818	     2.29551	           -0.152616	136429
1166	OK	    0.570868	     3.00559	             -225141	136528
1167	OK	    0.556475	     3.00931	             -226805	136635
1168	OK	    0.604311	     2.99551	             -220577	136726
1170	OK	     2.74826	     2.29542	           -0.503952	136995
1171	OK	     2.74737	     2.29584	         -0.00565582	137204
1172	OK	    0.903871	     2.90748	             -180714	137277
1173	OK	    0.873298	     2.91661	             -184843	137368
1174	OK	    0.293058	     3.08524	             -260667	137475
1175	OK	     1.84378	     2.61471	            -59941.6	137565
1177	OK	     1.06771	     2.85811	             -158529	137657
1178	OK	           0	     3.16883	             -296858	137739
1179	OK	     2.74757	     2.29574	          -0.0710674	137922
1181	OK	    0.150608	     3.12541	             -278176	138001
1182	OK	     1.08733	     2.85225	             -155913	138105
1183	OK	     2.74858	     2.29531	           -0.518749	138402
1184	OK	     2.74888	      2.2952	           -0.526583	138662
1185	OK	     2.74743	     2.29582	          -0.0109657	138932
1186	OK	     2.74938	     2.29504	           -0.559884	139216
1187	OK	    0.769717	     2.94744	             -198820	139300
1188	OK	     1.21179	     2.81477	             -139372	139410
1189	OK	    0.428106	     3.04665	             -243561	139494
1191	OK	      3.1626	     2.13047	            -19212.3	139583
1192	OK	     2.74725	     2.29595	           -0.151133	139799
1194	OK	    0.650401	     2.98224	             -214582	139897
1195	OK	     2.74812	     2.29554	          -0.0937214	140117
1196	OK	     3.03077	     2.18437	            -8657.04	140222
1198	OK	    0.147676	     3.12638	             -278602	140327
1199	OK	     3.09529	     2.15827	              -13241	140410
1200	OK	     2.70506	     2.31207	            -178.847	140557
1201	OK	    0.112268	      3.1361	             -282777	140649
1202	OK	    0.866606	     2.91858	             -185733	140745
1203	OK	     2.74895	     2.29517	           -0.606182	141031
1204	OK	     2.74606	     2.29635	           -0.170099	141218
1205	OK	     1.23685	     2.80694	             -135955	141315
1206	OK	   0.0213835	     3.16114	             -293461	141422
1207	OK	     1.58094	     2.69938	            -91159.8	141516
1209	OK	    0.932569	     2.89891	             -176843	141620
1210	OK	           0	      3.1744	             -303253	141702
1211	OK	     2.74815	     2.29559	          -0.0877885	142015
1212	OK	     2.74835	     2.29539	           -0.530034	142315
1213	OK	           0	     3.17026	             -297972	142392
1215	OK	    0.175651	     3.11802	             -274983	142481
1216	OK	   0.0327412	     3.15795	             -292112	142568
1218	OK	     2.74641	     2.29628	           -0.274204	142876
1219	OK	     2.74684	     2.29595	           -0.516284	143071
1220	OK	     1.68583	     2.66567	              -78204	143172
1222	OK	    0.823637	     2.93136	             -191522	143275
1223	OK	   0.0311448	     3.15893	             -292517	143377
1224	OK	    0.690766	     2.97014	             -209103	143479
1225	OK	     2.74672	     2.29608	          -0.0481014	143669
1226	OK	     3.33375	     2.06687	            -40632.8	143758
1228	OK	    0.133829	     3.13019	             -280240	143867
1230	OK	   0.0189325	     3.16253	             -294051	143974
1231	OK	    0.936813	     2.89754	             -176227	144072
1232	OK	     2.18705	     2.49846	            -25740.1	144156
1233	OK	     0.82858	     2.92962	             -190738	144247
1234	OK	     2.42356	     2.41563	            -9333.02	144321
1236	OK	     2.74747	     2.29595	           -0.828988	144603
1237	OK	     2.74737	     2.29593	           -0.302607	144907
1238	OK	     1.29587	      2.7886	             -128019	145008
1239	OK	     2.95925	     2.21314	            -4738.45	145200
1241	OK	   0.0473431	     3.15388	             -290384	145295
1242	OK	    0.918405	     2.90273	             -178581	145387
1244	OK	   0.0505867	     3.15354	             -290233	145486
1245	OK	   0.0381134	     3.15669	             -291566	145588
1246	OK	      1.0011	     2.87841	             -167615	145691
1248	OK	     3.90006	     1.78657	             -180149	145771
1249	OK	     1.30711	     2.78523	             -126572	145859
1250	OK	    0.781714	     2.94358	             -197059	145958
1252	OK	   0.0120222	     3.16438	             -294826	146039
1255	OK	     2.74586	     2.29646	           -0.310044	146322
1256	OK	    0.135731	     3.12913	             -279785	146401
1257	OK	     1.06694	     2.85881	             -158842	146487
1259	OK	     2.74639	     2.29628	           -0.278777	146782
1261	OK	    0.113671	     3.13557	             -282552	146867
1262	OK	     2.51902	      2.3812	            -4805.17	147017
1263	OK	           0	     3.17355	             -301925	147103
1264	OK	           0	     3.16911	             -297046	147178
1265	OK	    0.219247	     3.10604	             -269773	147265
1266	OK	    0.932606	     2.89889	             -176836	147365
1267	OK	     2.74518	     2.29667	           -0.471357	147646
1268	OK	     2.74841	     2.29537	           -0.504716	147943
1269	OK	     2.75605	     2.29208	            -19.6363	148023
1270	OK	      1.3707	     2.76515	             -118035	148114
1272	OK	    0.687667	     2.97155	             -209748	148210
1273	OK	     2.74586	     2.29646	           -0.309748	148531
1274	OK	     1.25226	     2.80249	             -134031	148626
1275	OK	     2.00606	     2.56014	            -42443.5	148718
1276	OK	     1.06416	     2.85936	             -159083	148815
1277	OK	    0.288423	     3.08645	             -261196	148896
1278	OK	   0.0999473	     3.13986	             -284402	148980
1279	OK	      1.9295	     2.58629	              -50540	149068
1280	OK	     2.74834	      2.2954	            -0.50647	149367
1282	OK	     2.72244	     2.30554	            -65.6955	149545
1283	OK	     3.93642	     1.76693	             -193578	149642
1284	OK	   0.0497025	     3.15368	             -290288	149746
1285	OK	    0.787423	     2.94164	             -196187	149841
1286	OK	     2.74793	     2.29552	           -0.828844	150055
1287	OK	     2.74834	     2.29545	           -0.148986	150199
1289	OK	     2.74634	     2.29631	           -0.350797	150411
1290	OK	   0.0135225	     3.16388	             -294614	150492
1291	OK	    0.724651	      2.9604	             -204685	150597
1292	OK	    0.978124	     2.88491	             -170545	150700
1294	OK	   0.0408198	     3.15634	             -291422	150804
1295	OK	    0.762071	     2.94904	             -199547	150886
1296	OK	     2.74648	     2.29628	           -0.475313	151083
1297	OK	    0.850116	     2.92316	             -187811	151175
1298	OK	     1.15117	     2.83302	             -147389	151273
1299	OK	      2.0871	     2.53263	            -34564.5	151359
1300	OK	     2.74794	     2.29553	           -0.601177	151657
1301	OK	     2.79455	     2.27756	            -230.529	151746
1302	OK	   0.0553195	     3.15213	             -289631	151847
1303	OK	     2.74757	     2.29592	            -1.06456	152127
1304	OK	     2.74766	     2.29566	           -0.345702	152405
1305	OK	     0.84261	     2.92577	             -188992	152481
1306	OK	     1.19016	     2.82145	             -142302	152577
1307	OK	     1.15935	     2.83079	             -146406	152681
1308	OK	    0.935077	     2.89846	             -176648	152779
1309	OK	   0.0436496	     3.15547	             -291053	152868
1310	OK	           0	      3.1762	             -306523	152952
1311	OK	    0.826361	      2.9301	             -190961	153048
1312	OK	     3.17302	     2.13233	            -20434.3	153169
1313	OK	   0.0168833	     3.16262	             -294078	153240
1314	OK	     3.09367	     2.15876	            -13147.3	153343
1315	OK	     2.74208	     2.29813	            -6.80784	153611
1316	OK	    0.296733	     3.08389	             -260065	153708
1318	OK	     1.95929	     2.57636	            -47401.5	153790
1320	OK	     1.05295	     2.86294	             -160683	153898
1321	OK	     1.06005	     2.86036	             -159537	153985
1322	OK	    0.234374	     3.10125	             -267688	154073
1323	OK	     2.74793	     2.29566	           -0.042545	154321
1324	OK	     2.74833	      2.2954	           -0.492061	154536
1325	OK	     2.74547	     2.29659	           -0.380545	154853
1326	OK	     1.07528	     2.85637	             -157760	154960
1327	OK	    0.819459	     2.93266	             -192114	155063
1328	OK	    0.859367	     2.92066	             -186678	155148
