CompanyID,baseline,2.0yr,2.5yr,3.0yr,3.9yr
106667-65,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
106667-92,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
106722-55,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106724-98,Early Stage VC,Later Stage,Later Stage,Other,Other
106726-24,Early Stage VC,Early Stage,Other,Other,Other
106737-04,Early Stage VC,Early Stage,Early Stage,Other,Other
106737-22,Early Stage VC,Other,Other,Other,Other
106754-23,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106759-63,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106762-51,Early Stage VC,Early Stage,Early Stage,Early Stage,Later Stage
106782-85,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106789-51,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106792-48,Early Stage VC,Other,Other,Other,Other
106793-02,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106793-38,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106794-82,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106796-80,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106802-11,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106811-11,Early Stage VC,Early Stage,Early Stage,Early Stage,Later Stage
106811-29,Early Stage VC,Other,Other,Other,Other
106811-38,Early Stage VC,Early Stage,Later Stage,Other,Other
106812-19,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106812-28,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106812-64,Early Stage VC,Early Stage,Early Stage,Early Stage,Later Stage
106813-45,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106814-53,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
106816-78,Early Stage VC,Other,Other,Other,Other
106818-31,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106832-35,Early Stage VC,Other,Other,Other,Other
106849-00,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
106852-60,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
106857-82,Early Stage VC,Other,Other,Other,Other
106858-36,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106858-54,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106859-35,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106862-86,Early Stage VC,Other,Other,Other,Other
106863-31,Early Stage VC,Early Stage,Early Stage,Other,Other
106864-75,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
106874-65,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106877-53,Early Stage VC,Later Stage,Later Stage,Other,Other
106882-75,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106893-64,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
106902-19,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106911-01,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106911-82,Early Stage VC,Other,Other,Other,Other
106916-59,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
106933-87,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106936-75,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106944-22,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106946-02,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106958-89,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106959-25,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106959-43,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
106961-23,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
106961-32,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107056-00,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107060-77,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107068-15,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107075-98,Early Stage VC,Later Stage,Later Stage,Other,Other
107102-89,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
107109-10,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107114-50,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107118-91,Early Stage VC,Other,Other,Other,Other
107120-62,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
107120-71,Early Stage VC,Other,Other,Other,Other
107138-71,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107169-40,Early Stage VC,Early Stage,Early Stage,Other,Early Stage
107174-35,Early Stage VC,Early Stage,Early Stage,Other,Other
107178-58,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107194-78,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107197-21,Early Stage VC,Later Stage,Other,Later Stage,Other
107198-02,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107198-38,Early Stage VC,Later Stage,Later Stage,Other,Other
107199-37,Early Stage VC,Other,Other,Other,Other
107219-26,Early Stage VC,Other,Other,Other,Other
107221-51,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107227-54,Early Stage VC,Early Stage,Other,Other,Other
107263-00,Early Stage VC,Early Stage,Early Stage,Early Stage,Later Stage
107276-59,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107278-12,Early Stage VC,Early Stage,Early Stage,Other,Later Stage
107278-39,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107278-75,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107306-29,Early Stage VC,Other,Other,Other,Other
107317-27,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107333-29,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107334-64,Early Stage VC,Early Stage,Early Stage,Later Stage,Later Stage
107370-82,Early Stage VC,Other,Other,Other,Other
107385-85,Early Stage VC,Early Stage,Other,Other,Other
107390-35,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107411-14,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107411-86,Early Stage VC,Later Stage,Later Stage,Other,Other
107412-13,Early Stage VC,Later Stage,Later Stage,Later Stage,Early Stage
107416-54,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107417-62,Early Stage VC,Early Stage,Other,Other,Other
107419-51,Early Stage VC,Other,Other,Other,Later Stage
107423-29,Early Stage VC,Other,Other,Other,Other
107423-65,Early Stage VC,Other,Later Stage,Later Stage,Later Stage
107433-19,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
107451-10,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107459-02,Early Stage VC,Other,Other,Other,Other
107470-27,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107482-24,Early Stage VC,Early Stage,Early Stage,Other,Other
107491-69,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107496-37,Early Stage VC,Other,Other,Other,Other
107525-35,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107546-41,Early Stage VC,Other,Other,Other,Other
107565-40,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107621-56,Early Stage VC,Other,Other,Other,Other
107623-00,Early Stage VC,Early Stage,Later Stage,Later Stage,Other
107625-97,Early Stage VC,Early Stage,Early Stage,Other,Later Stage
107630-02,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107652-79,Early Stage VC,Other,Other,Other,Other
107671-42,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107673-40,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107677-54,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107677-63,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107683-30,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107686-63,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107686-99,Early Stage VC,Early Stage,Other,Other,Other
107689-42,Early Stage VC,Early Stage,Early Stage,Later Stage,Later Stage
107690-32,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
107692-03,Early Stage VC,Other,Other,Other,Other
107692-48,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107692-93,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107698-33,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107719-39,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107730-91,Early Stage VC,Other,Other,Other,Other
107732-71,Early Stage VC,Other,Other,Other,Other
107736-49,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107784-82,Early Stage VC,Other,Other,Other,Other
107789-32,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107811-19,Early Stage VC,Early Stage,Early Stage,Other,Other
107823-43,Early Stage VC,Early Stage,Other,Other,Other
107830-63,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
107834-59,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107836-21,Early Stage VC,Other,Other,Other,Later Stage
107844-67,Early Stage VC,Early Stage,Early Stage,Later Stage,Later Stage
107844-85,Early Stage VC,Other,Later Stage,Later Stage,Other
107873-74,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
107878-06,Early Stage VC,Early Stage,Early Stage,Other,Other
107879-59,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
107938-81,Early Stage VC,Later Stage,Other,Other,Other
107945-92,Early Stage VC,Later Stage,Later Stage,Other,Other
107954-29,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
107958-79,Early Stage VC,Other,Other,Other,Other
107968-69,Early Stage VC,Other,Other,Other,Other
107972-29,Early Stage VC,Later Stage,Other,Other,Other
107972-38,Early Stage VC,Later Stage,Later Stage,Other,Other
107977-15,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
107978-77,Early Stage VC,Missing,Missing,Missing,Missing
108010-00,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108014-05,Early Stage VC,Later Stage,Later Stage,Other,Later Stage
108015-85,Early Stage VC,Other,Other,Other,Other
108019-45,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108023-77,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108033-04,Early Stage VC,Other,Other,Other,Later Stage
108034-57,Early Stage VC,Other,Other,Other,Other
108037-45,Early Stage VC,Other,Other,Other,Other
108037-81,Early Stage VC,Early Stage,Other,Other,Other
108043-66,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108045-19,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108060-13,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108062-20,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108073-72,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108081-19,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108090-37,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108108-28,Early Stage VC,Early Stage,Early Stage,Early Stage,Later Stage
108120-43,Early Stage VC,Other,Other,Other,Other
108130-87,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108132-49,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108137-80,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108138-25,Early Stage VC,Other,Other,Other,Other
108145-45,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
108146-98,Early Stage VC,Other,Later Stage,Later Stage,Later Stage
108148-24,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
108148-51,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
108156-88,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108161-29,Early Stage VC,Early Stage,Other,Other,Other
108167-05,Early Stage VC,Later Stage,Later Stage,Later Stage,Other
108167-23,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108170-74,Early Stage VC,Early Stage,Early Stage,Other,Other
108173-17,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
108209-71,Early Stage VC,Later Stage,Later Stage,Other,Other
108224-74,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108232-93,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108242-74,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
108243-28,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108244-72,Early Stage VC,Other,Other,Other,Other
108247-33,Early Stage VC,Other,Other,Other,Other
108265-51,Early Stage VC,Other,Other,Other,Other
108273-61,Early Stage VC,Early Stage,Early Stage,Other,Later Stage
108283-42,Early Stage VC,Other,Other,Other,Later Stage
108315-73,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108317-08,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108317-35,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108325-81,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108326-98,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108329-05,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108337-78,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108352-63,Early Stage VC,Other,Other,Other,Other
108353-80,Early Stage VC,Other,Other,Other,Other
108359-11,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108378-46,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
108389-08,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108398-35,Early Stage VC,Early Stage,Other,Other,Other
108404-74,Early Stage VC,Other,Other,Other,Other
108428-32,Early Stage VC,Other,Other,Other,Other
108437-68,Early Stage VC,Later Stage,Later Stage,Other,Other
108441-01,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108442-63,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
108453-43,Early Stage VC,Other,Other,Other,Other
108455-32,Early Stage VC,Other,Other,Other,Other
108490-51,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108499-87,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108502-12,Early Stage VC,Other,Other,Other,Other
108513-82,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108520-48,Early Stage VC,Other,Other,Other,Other
108553-51,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
108569-98,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108574-03,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108576-28,Early Stage VC,Other,Other,Other,Other
108594-73,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108595-18,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108598-24,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108599-05,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108625-96,Early Stage VC,Other,Other,Other,Other
108630-64,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108637-57,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108642-61,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
108647-11,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108656-74,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108660-43,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108683-65,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108688-24,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108701-38,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108712-18,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108712-72,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108719-92,Early Stage VC,Early Stage,Other,Other,Other
108732-07,Early Stage VC,Other,Other,Other,Other
108796-60,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108804-61,Early Stage VC,Early Stage,Early Stage,Early Stage,Other
108809-56,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108819-28,Early Stage VC,Other,Other,Other,Other
108826-84,Early Stage VC,Other,Later Stage,Later Stage,Other
108844-30,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108869-32,Early Stage VC,Other,Other,Other,Other
108871-21,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108882-55,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108884-80,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108913-60,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108914-14,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108914-86,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108922-96,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108925-57,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108934-84,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108940-87,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108942-67,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108947-62,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108948-07,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108955-00,Early Stage VC,Later Stage,Later Stage,Later Stage,Later Stage
108966-97,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
108975-70,Early Stage VC,Other,Other,Other,Other
108977-86,Early Stage VC,Other,Other,Other,Other
109000-81,Early Stage VC,Early Stage,Later Stage,Later Stage,Later Stage
109052-47,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
109062-46,Early Stage VC,Other,Other,Other,Other
109063-09,Early Stage VC,Early Stage,Early Stage,Other,Other
109063-54,Early Stage VC,Early Stage,Early Stage,Early Stage,Early Stage
